id,name,description,citation_uri,child_ids/0,child_ids/1,child_ids/2,child_ids/3,child_ids/4,child_ids/5,child_ids/6,child_ids/7,child_ids/8,restrictions/0,child_ids/9,child_ids/10,child_ids/11,child_ids/12,positive_examples/0,positive_examples/1,positive_examples/2,positive_examples/3,positive_examples/4,positive_examples/5,positive_examples/6,positive_examples/7,positive_examples/8,positive_examples/9,positive_examples/10,positive_examples/11,positive_examples/12,child_ids/13,child_ids/14,child_ids/15,child_ids/16,child_ids/17,child_ids/18,child_ids/19,child_ids/20,child_ids/21,child_ids/22,child_ids/23,child_ids/24,restrictions/1,child_ids/25,child_ids/26
/m/01sb50,"Cellphone buzz, vibrating alert","The low buzz emitted by the vibrotactile actuator used to provide ""silent alarms"" on mobile phones and other devices.",http://en.wikipedia.org/wiki/Vibrating_alert,,,,,,,,,,,,,,,youtu.be/bipdap5oNJY?start=270&end=280,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/02c8p,"Telephone dialing, DTMF",The sound of a telephony signaling system where short combinations of tones within the frequency range of human speech are used to transmit individual digits.,http://en.wikipedia.org/wiki/Dual-tone_multi-frequency_signaling,,,,,,,,,,,,,,,youtu.be/4eLBAlJq1cg?start=20&end=30,youtu.be/mxxvJtatNx8?start=30&end=40,youtu.be/WqP9GopZdAk?start=460&end=470,youtu.be/soJspyOEeXw?start=410&end=420,youtu.be/xHYs_58hXfg?start=60&end=70,youtu.be/HherPtX1e5c?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,
/m/015jpf,Dial tone,The sound of a signal that a telephone exchange or other switching equipment sends to a telephone to confirm that it is ready to initiate a connection.,http://en.wikipedia.org/wiki/Dial_tone,,,,,,,,,,,,,,,youtu.be/0Wfdq_3F9VA?start=3&end=13,youtu.be/BcAuCN7qQzI?start=40&end=50,youtu.be/j7whx_ntCog?start=180&end=190,youtu.be/YTBCmc70I20?start=270&end=280,,,,,,,,,,,,,,,,,,,,,,,,
/m/01z47d,Busy signal,"A sound (usually a simple repeating tone) played over a telephone line to indicate that the requested connection could not be completed, for instance because the remote party is already engaged in a different call.",http://en.wikipedia.org/wiki/Busy_signal,,,,,,,,,,,,,,,youtu.be/CtweZ8ULo78?start=30&end=40,youtu.be/NiHk39QzgVc?start=90&end=100,youtu.be/iT9zHI02zDo?start=160&end=170,,,,,,,,,,,,,,,,,,,,,,,,,
/m/046dlr,Alarm clock,Sounds made by a clock that is designed to make an audible signal at a specific time. The primary use of alarm clocks is to awaken people from their night's sleep.,http://en.wikipedia.org/wiki/Alarm_clock,,,,,,,,,,,,,,,youtu.be/q8i4B6lSshE?start=30&end=40,youtu.be/fqQHxi-CBwY?start=20&end=30,youtu.be/WSNtES6nmRI?start=50&end=60,youtu.be/61X1X_LmORw?start=90&end=100,youtu.be/stiK2hvKAeA?start=24&end=34,,,,,,,,,,,,,,,,,,,,,,,
/m/03kmc9,Siren,The sound of a loud noise-making device used to provide warnings to people nearby. A siren typically consists of a single pitch that changes either smoothly or abruptly on timescales around one second.,http://en.wikipedia.org/wiki/Siren_(alarm),/m/04qvtq,/m/012n7d,/m/012ndj,/m/0dgbq,,,,,,,,,,,youtu.be/ZHnpad4e8rI?start=16&end=26,youtu.be/bUmokBhoTlw?start=29&end=39,youtu.be/kn09Reh4DZc?start=30&end=40,youtu.be/BaZiXQC0aAw?start=30&end=40,youtu.be/BxXcX0kuZTI?start=4&end=14,youtu.be/b1dvYzcVcKA?start=30&end=40,youtu.be/6g-ttVYeOX4?start=180&end=190,youtu.be/o3nq59MHsTU?start=30&end=40,youtu.be/Cldv-kSc7kU?start=30&end=40,youtu.be/KjO-sgL8_10?start=60&end=70,,,,,,,,,,,,,,,,,,
/m/0dgbq,Civil defense siren,"The sound of a siren used to provide emergency population warning of approaching danger such as hurricanes, earthquakes, or military attacks.",http://en.wikipedia.org/wiki/Civil_defense_siren,,,,,,,,,,,,,,,youtu.be/ExSi3SDF45o?start=30&end=40,youtu.be/wVbDqtAXCug?start=30&end=40,youtu.be/AY7UQYV1GpM?start=30&end=40,youtu.be/fsaCfxi_VAs?start=30&end=40,youtu.be/Xy4aPDjvXkQ?start=400&end=410,youtu.be/rM4XSEZw-ug?start=30&end=40,youtu.be/Q3ckbWJ9aI4?start=260&end=270,youtu.be/Kc2-IHeqq0o?start=30&end=40,youtu.be/8A30tAwXdzM?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/030rvx,Buzzer,"Sounds of a mechanical, electromechanical, or piezoelectric signaling device that emits a steady, highly-audible tone with a spectrum extending to high frequencies.",http://en.wikipedia.org/wiki/Buzzer,,,,,,,,,,,,,,,youtu.be/-uuG4ZCJmyU?start=30&end=40,youtu.be/3Ab0sgelCEw?start=30&end=40,youtu.be/eJM8xH6ny28?start=30&end=40,youtu.be/OtaGvBD1oEc?start=30&end=40,youtu.be/Nbmc0U5HPl0?start=270&end=280,youtu.be/xqOErPbPZFQ?start=70&end=80,youtu.be/L3vuNVEuZeQ?start=20&end=30,youtu.be/vaz3zMS8Cus?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/m/01y3hg,"Smoke detector, smoke alarm","Sounds emitted by a device that senses smoke, typically to warn of a fire.",http://en.wikipedia.org/wiki/Smoke_detector,,,,,,,,,,,,,,,youtu.be/6CzgrjobyzQ?start=30&end=40,youtu.be/BRnPYH9WHSM?start=30&end=40,youtu.be/YmsNoKDfWUE?start=120&end=130,youtu.be/acoqKEVczug?start=19&end=29,,,,,,,,,,,,,,,,,,,,,,,,
/m/0c3f7m,Fire alarm,"Sounds of a system designed to warn people when smoke, fire, carbon monoxide or other emergencies are present. Alarms can be either motorized bells or wall-mountable sounders or horns.",http://en.wikipedia.org/wiki/Fire_alarm_system,,,,,,,,,,,,,,,youtu.be/NyT8rRl6nd8?start=8&end=18,youtu.be/oy-ZMaQbe9c?start=210&end=220,youtu.be/Q9qGvtK8bBs?start=10&end=20,youtu.be/e0cGR8OojpQ?start=50&end=60,youtu.be/ZDxoinMcZj0?start=30&end=40,youtu.be/AdW3WsQy7QY?start=170&end=180,youtu.be/4xcSq8UjPCI?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/04fq5q,Foghorn,A signaling sound used primarily in foggy conditions to warn watercraft of the presence of nearby vessels or other navigational hazards.,http://en.wikipedia.org/wiki/Foghorn,,,,,,,,,,,,,,,youtu.be/0kgiYfKS_qE?start=30&end=40,youtu.be/siWV-9iulHI?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0l156k,Whistle,The sound of an instrument that produces sound from a stream of forced air.,http://en.wikipedia.org/wiki/Whistle,/g/11b630rrvh,/m/06hck5,,,,,,,,,,,,,youtu.be/zUbqCMZvqP4?start=330&end=340,youtu.be/mVpQrw3yWuc?start=20&end=30,youtu.be/wMor1YCRU4E?start=270&end=280,,,,,,,,,,,,,,,,,,,,,,,,,
/m/06hck5,Steam whistle,"The sound of a device used to produce sound with the aid of live steam, which acts as a vibrating system.",http://en.wikipedia.org/wiki/Steam_whistle,,,,,,,,,,,,,,,youtu.be/4t7Mi3pnSA4?start=100&end=110,youtu.be/00iiNF4tn4o?start=20&end=30,youtu.be/E5DNG4kVPeg?start=20&end=30,youtu.be/7kSxwHZYrL4?start=400&end=410,youtu.be/VSVhZ2aDjro?start=30&end=40,youtu.be/2FkfQgDiW_o?start=369&end=379,,,,,,,,,,,,,,,,,,,,,,
/t/dd00077,Mechanisms,Sounds that originate from human-created machinery and devices.,,/m/02bm9n,/m/01x3z,/m/0l7xg,/m/05zc1,/m/0llzx,/m/02x984l,/m/025wky1,/m/024dl,/m/01m4t,,/m/0dv5r,,,,youtu.be/5K6zvn-Zdw0?start=1&end=11,youtu.be/EFB1v8UGXZk?start=590&end=600,youtu.be/wY3hhIqVvjo?start=60&end=70,youtu.be/kcqmwG_rHFA?start=80&end=90,,,,,,,,,,,,,,,,,,,,,,,,
/m/02bm9n,"Ratchet, pawl",The sound of a mechanical device that allows continuous linear or rotary motion in only one direction while preventing motion in the opposite direction.,http://en.wikipedia.org/wiki/Ratchet_(device),,,,,,,,,,,,,,,youtu.be/CGk8RdSyKVs?start=30&end=40,youtu.be/6Ks0uENycv4?start=1&end=11,youtu.be/7S55nEHxIHE?start=30&end=40,youtu.be/V2M4UI7O0Jo?start=0&end=6,youtu.be/I3z4A5M-XEQ?start=4&end=14,,,,,,,,,,,,,,,,,,,,,,,
/m/01x3z,Clock,Sounds made by an instrument designed to keep and indicate time.,http://en.wikipedia.org/wiki/Clock,/m/07qjznt,/m/07qjznl,,,,,,,,,,,,,youtu.be/iq62ay8Lv4o?start=450&end=460,youtu.be/FuWDfaQjbvs?start=150&end=160,youtu.be/CJCwr2gl2CM?start=120&end=130,youtu.be/G40Kohywqh4?start=20&end=30,youtu.be/CuOWQr1a5-c?start=120&end=130,youtu.be/G23Me3A60b8?start=20&end=30,youtu.be/Qda2h9SXacs?start=20&end=30,youtu.be/OL63NVm1v7A?start=20&end=30,,,,,,,,,,,,,,,,,,,,
/m/07qjznt,Tick,A metallic tapping sound.,http://wordnetweb.princeton.edu/perl/webwn?s=tick,,,,,,,,,,,,,,,youtu.be/aTcKrIlKI9o?start=30&end=40,youtu.be/y-hd-Ol4ES4?start=30&end=40,youtu.be/GgpH6htMmQQ?start=30&end=40,youtu.be/xNZ0aU2X5uQ?start=30&end=40,youtu.be/R6VUgJzDwBQ?start=30&end=40,youtu.be/WupBieE-8Us?start=30&end=40,youtu.be/YKtbQkTmvnY?start=30&end=40,youtu.be/t6Hlse8lKmg?start=20&end=30,youtu.be/8nS-KGITte8?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/07qjznl,Tick-tock,A steady recurrent ticking sound as made by a clock.,http://wordnetweb.princeton.edu/perl/webwn?s=ticktock,,,,,,,,,,,,,,,youtu.be/gD5Pft3FKdU?start=8&end=18,youtu.be/wRnYhBhofVY?start=30&end=40,youtu.be/pDjj6MiFNuc?start=30&end=40,youtu.be/4ftDFi4684Y?start=30&end=40,youtu.be/y5cRJZB83ZA?start=4&end=14,,,,,,,,,,,,,,,,,,,,,,,
/m/0l7xg,Gears,"Sounds of rotating machine parts having cut teeth, or cogs, which mesh with other toothed parts to transmit torque.",http://en.wikipedia.org/wiki/Gear,,,,,,,,,,,,,,,youtu.be/0HGFcukxF9Q?start=30&end=40,youtu.be/0xyapQxC7yM?start=30&end=40,youtu.be/3EnkJZx4b94?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,,,,
/m/05zc1,Pulleys,Sounds of a wheel on an axle or shaft that is designed to support movement and change of direction of a taut cable or belt along its circumference.,http://en.wikipedia.org/wiki/Pulley,,,,,,,,,,,,,,,youtu.be/LYbzpPSQLbI?start=30&end=40,youtu.be/j7KrjKwz1VY?start=30&end=40,youtu.be/OuKRNNbgsGc?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0llzx,Sewing machine,Sounds of a machine used to stitch fabric and other materials together with thread.,http://en.wikipedia.org/wiki/Sewing_machine,,,,,,,,,,,,,,,youtu.be/3ejlQ7u5kkU?start=220&end=230,youtu.be/x7ROZ8Lps2k?start=130&end=140,youtu.be/DMbLpqQlYjc?start=30&end=40,youtu.be/r9MHNEIYNBY?start=80&end=90,youtu.be/9ZjoQLYo03Y?start=130&end=140,youtu.be/qZMkCBSNzLo?start=450&end=460,youtu.be/AfZTLVMTAD4?start=30&end=40,youtu.be/4GYEVk6ngdk?start=40&end=50,youtu.be/4zEP9py4ZO0?start=310&end=320,,,,,,,,,,,,,,,,,,,
/m/02x984l,Mechanical fan,Sounds of a machine used to create air flow via the motion of a rotating arrangement of vanes or blades.,http://en.wikipedia.org/wiki/Mechanical_fan,,,,,,,,,,,,,,,youtu.be/DwTfsGSG3y8?start=30&end=40,youtu.be/3qeBcAw5T8U?start=240&end=250,youtu.be/ESeWXm2Obnc?start=60&end=70,youtu.be/S5KErFSn92w?start=210&end=220,youtu.be/rJZo6erXckU?start=180&end=190,youtu.be/ZVtm-Pw6gJU?start=40&end=50,,,,,,,,,,,,,,,,,,,,,,
/m/025wky1,Air conditioning,"The sound of a device that removes heat from the air inside a building or vehicle, thus lowering the air temperature.",http://en.wikipedia.org/wiki/Air_conditioning,,,,,,,,,,,,,,,youtu.be/wRBGmik5Dz0?start=160&end=170,youtu.be/xBxsVs1BQh0?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/024dl,Cash register,"Sounds of a mechanical or electronic device for registering and calculating transactions, usually attached to a drawer for storing cash.",http://en.wikipedia.org/wiki/Cash_register,,,,,,,,,,,,,,,youtu.be/OY5485e1_yM?start=30&end=40,youtu.be/mJiXm0TbS1w?start=460&end=470,youtu.be/w3wyawCHZOM?start=110&end=120,youtu.be/nvY30V3-kD8?start=250&end=260,youtu.be/Wb3ZTFSc7bc?start=120&end=130,youtu.be/GuFTgsvMAUc?start=23&end=33,youtu.be/twQ9-kxoJ70?start=10&end=20,youtu.be/dXKql7mi4rU?start=60&end=70,,,,,,,,,,,,,,,,,,,,
/m/01m4t,Printer,Sounds of a computer peripheral which makes a persistent human readable representation of graphics or text on paper or similar physical media.,http://en.wikipedia.org/wiki/Printer_(computing),,,,,,,,,,,,,,,youtu.be/NjDe3O45xjI?start=470&end=480,youtu.be/xCK4-CaqGBw?start=40&end=50,youtu.be/4uSbpeUmxAk?start=30&end=40,youtu.be/mRtqC_FswFc?start=30&end=40,youtu.be/7BzyG8MV_zs?start=30&end=40,youtu.be/MFFrOFlAXQ8?start=30&end=40,youtu.be/1qkdvq7Qlsc?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/0dv5r,Camera,Sounds of mechanical or electronic instruments that employ optics to record or capture images.,http://en.wikipedia.org/wiki/Camera,/m/07bjf,,,,,,,,,,,,,,youtu.be/sH33P94VpZQ?start=50&end=60,youtu.be/QdGg7SIlTj8?start=350&end=360,youtu.be/eF7BVZza7qg?start=390&end=400,youtu.be/bq8-CK-dXfY?start=40&end=50,youtu.be/djy4CXMXZls?start=310&end=320,youtu.be/mYmn4kAwLG8?start=300&end=310,youtu.be/a4eISIE97EU?start=260&end=270,youtu.be/APJEtvVrv1Q?start=30&end=40,youtu.be/vQwg9vG_7E0?start=40&end=50,,,,,,,,,,,,,,,,,,,
/m/07bjf,Single-lens reflex camera,Sounds of camera that uses a mirror and prism system to permit the photographer to view through the lens and see exactly what will be captured.,http://en.wikipedia.org/wiki/Single-lens_reflex_camera,,,,,,,,,,,,,,,youtu.be/7o2YlSlfLp8?start=30&end=40,youtu.be/9hzWgd8CNoI?start=30&end=40,youtu.be/4bibld_jSR0?start=30&end=40,youtu.be/51pSJYU7wdU?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,
/m/07k1x,Tools,"Sounds associated with any physical item that can be used to achieve a goal, especially if the item is not consumed in the process.",http://en.wikipedia.org/wiki/Tool,/m/03l9g,/m/03p19w,/m/01b82r,/m/02p01q,/m/023vsd,/m/0_ksk,,,,,,,,,youtu.be/6EvqESUDuh4?start=150&end=160,youtu.be/--hYWyUh_BY?start=30&end=40,youtu.be/GJhuBSoQeRg?start=170&end=180,youtu.be/gnytgNTz4Tw?start=460&end=470,youtu.be/YpjgUzOBWSM?start=420&end=430,youtu.be/WpeT6stfbac?start=40&end=50,youtu.be/itFDsYrpdQ4?start=80&end=90,youtu.be/5I8lmN8rwDM?start=540&end=550,youtu.be/bE2hGIuk3nE?start=20&end=30,,,,,,,,,,,,,,,,,,,
/m/03l9g,Hammer,"Sounds made by a tool or device that delivers a blow to an object. Most hammers are hand tools used to drive nails, fit parts, forge metal, and break apart objects.",http://en.wikipedia.org/wiki/Hammer,,,,,,,,,,,,,,,youtu.be/DPWTr_fAamU?start=50&end=60,youtu.be/gwz2RRFSp_I?start=70&end=80,youtu.be/UJubaPeUu58?start=100&end=110,youtu.be/rUyjioYts8k?start=220&end=230,youtu.be/hqeM4MaM8AY?start=270&end=280,youtu.be/QnKuwMUYhIo?start=120&end=130,youtu.be/oy_ZYPJ_i4U?start=130&end=140,,,,,,,,,,,,,,,,,,,,,
/m/03p19w,Jackhammer,"The sound of a pneumatic or electro-mechanical tool that combines a hammer directly with a chisel, usually used to break up rock, pavement, and concrete.",http://en.wikipedia.org/wiki/Jackhammer,,,,,,,,,,,,,,,youtu.be/D8ZGG2r9rw4?start=70&end=80,youtu.be/9PXlmLwYdSU?start=30&end=40,youtu.be/2OVIxKp0tDY?start=30&end=40,youtu.be/4qWfY_x6hpA?start=20&end=30,youtu.be/2_MZIyjeHkg?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/m/01b82r,Sawing,"Sounds of a tool consisting of a tough blade, wire, or chain with a hard toothed edge, used to cut through material, most often wood.  Includes both manual and motorized saws.",http://en.wikipedia.org/wiki/Saw,,,,,,,,,,,,,,,youtu.be/2cA6U33DhmU?start=21&end=31,youtu.be/IIrxuKxXgbI?start=50&end=60,youtu.be/4UhoP_5tq-8?start=40&end=50,youtu.be/CZbwyN1DAUU?start=30&end=40,youtu.be/dSdfeqU-CHE?start=390&end=400,youtu.be/tHaynxVvo0k?start=30&end=40,youtu.be/KkO1_TZkPmA?start=70&end=80,,,,,,,,,,,,,,,,,,,,,
/m/02p01q,Filing (rasp),Sounds of a common wood- and metal-working tool used to remove fine amounts of material from a workpiece.,http://en.wikipedia.org/wiki/File_(tool),,,,,,,,,,,,,,,youtu.be/WvLRozv0VO8?start=480&end=490,youtu.be/xobSVmWsS3M?start=230&end=240,youtu.be/bmlAZ217IeQ?start=390&end=400,youtu.be/QsuVk4wgxVA?start=210&end=220,youtu.be/1lkHxuNt0ys?start=40&end=50,,,,,,,,,,,,,,,,,,,,,,,
/m/023vsd,Sanding,"The sounds of a surface being scraped by an abrasive material affixed to sheets of paper or cloth, either to make the surface smoother, remove a layer of material, or sometimes to make the surface rougher.",http://en.wikipedia.org/wiki/Sandpaper,,,,,,,,,,,,,,,youtu.be/5f2ygkdBhXQ?start=180&end=190,youtu.be/gq3mrdhrUco?start=370&end=380,youtu.be/6KPXNKlaAo8?start=60&end=70,youtu.be/6SjftAv04VM?start=440&end=450,youtu.be/l4raHxFuVIU?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/m/0_ksk,Power tool,Sounds of tools that employ a power source other than the manual labor used with hand tools. The most common types of power tools use electric motors.,http://en.wikipedia.org/wiki/Power_tool,/m/01d380,,,,,,,,,,,,,,youtu.be/xcqLleK10js?start=50&end=60,youtu.be/awcVolHHBHA?start=100&end=110,youtu.be/AVst_gI8r0Y?start=130&end=140,youtu.be/c7WBUf2Rslg?start=300&end=310,youtu.be/iXJ6cCkogvA?start=130&end=140,youtu.be/w7Ar6TrvBiE?start=460&end=470,youtu.be/ggP0GzUehZ8?start=100&end=110,youtu.be/pPbaKEYpP-4?start=60&end=70,youtu.be/oQA78VCxa2U?start=60&end=70,,,,,,,,,,,,,,,,,,,
/m/01d380,Drill,Sounds of a tool used for making holes in various materials via a rotating drill bit.,http://en.wikipedia.org/wiki/Drill,/m/08j51y,,,,,,,,,,,,,,youtu.be/2hYNQDynVrY?start=20&end=30,youtu.be/g2Q3U2nID1o?start=50&end=60,youtu.be/0zfWGqDMT04?start=60&end=70,youtu.be/g_tNcWk39d8?start=20&end=30,youtu.be/MDWok2Z9eK8?start=100&end=110,youtu.be/-XoJN3kzimY?start=90&end=100,,,,,,,,,,,,,,,,,,,,,,
/m/014zdl,Explosion,"The sound of a rapid increase in volume and release of energy in an extreme manner, usually with the generation of high temperatures and the release of gases.",http://en.wikipedia.org/wiki/Explosion,/m/032s66,/m/0g6b5,/m/07qsvvw,/m/07pxg6y,/m/07qqyl4,,,,,,,,,,youtu.be/PrLxgTuUFMM?start=30&end=40,youtu.be/kQpyLZEenDs?start=280&end=290,youtu.be/ir1XTdyt4IY?start=18&end=28,youtu.be/T_ZCW1gW9MY?start=21&end=31,youtu.be/V6oQYxXbUGs?start=30&end=40,youtu.be/52P29_VwBT0?start=30&end=40,youtu.be/1LYnGafjSfs?start=30&end=40,youtu.be/BG7QfANwqsw?start=170&end=180,,,,,,,,,,,,,,,,,,,,
/m/032s66,"Gunshot, gunfire","The sound of the discharge of a firearm, or multiple such discharges.",http://en.wikipedia.org/wiki/Gunshot,/m/04zjc,/m/02z32qm,/m/0_1c,/m/073cg4,,,,,,,,,,,youtu.be/--PG66A3lo4?start=80&end=90,youtu.be/PKEhOxE-Ovs?start=130&end=140,youtu.be/c9030y4sJo0?start=140&end=150,youtu.be/6slrju_ar9U?start=290&end=300,youtu.be/K1cnDXbkPu0?start=170&end=180,youtu.be/AjIQf3HK_Vc?start=130&end=140,youtu.be/klCJfirqUF8?start=30&end=40,youtu.be/Ma65O2T_hN0?start=10&end=20,youtu.be/-Ho5tDtuah0?start=50&end=60,,,,,,,,,,,,,,,,,,,
/m/04zjc,Machine gun,"Sounds of a fully automatic mounted or portable firearm, designed to fire bullets in quick succession from an ammunition belt or magazine, typically at a rate of 300 to 1800 rounds per minute.",http://en.wikipedia.org/wiki/Machine_gun,,,,,,,,,,,,,,,youtu.be/CMsuBmtxj1c?start=50&end=60,youtu.be/DFVVjacIPJc?start=40&end=50,youtu.be/HrQ_2pDcXgk?start=200&end=210,youtu.be/YGzn9Xn-hxU?start=540&end=550,,,,,,,,,,,,,,,,,,,,,,,,
/m/02z32qm,Fusillade,The sound of the simultaneous and continuous firing of a group of firearms on command.,http://en.wikipedia.org/wiki/Fusillade,,,,,,,,,,blacklist,,,,,youtu.be/7ZrDUuR6jhQ?start=50&end=60,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0_1c,Artillery fire,The sound of large military weapons built to fire munitions far beyond the range and power of infantry's small arms.,http://en.wikipedia.org/wiki/Artillery,,,,,,,,,,,,,,,youtu.be/PqXCkCGMd_Y?start=30&end=40,youtu.be/pEDafzZbNwE?start=30&end=40,youtu.be/RaSAyTj1oQ8?start=22&end=32,youtu.be/SoDJkvxOYKA?start=30&end=40,youtu.be/ZtK9HZGMyDo?start=30&end=40,youtu.be/7G0L7iR1J30?start=30&end=40,youtu.be/v6BTFTJnkN8?start=30&end=40,youtu.be/DmfwH6q4nSA?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/m/073cg4,Cap gun,The sound of a toy gun that creates a loud sound simulating a gunshot and a puff of smoke when a small percussion cap is exploded.,http://en.wikipedia.org/wiki/Cap_gun,,,,,,,,,,,,,,,youtu.be/0Hnrufry54I?start=11&end=21,youtu.be/a4nkA0NL4Hw?start=0&end=9,youtu.be/s14pZzKGsdE?start=30&end=40,youtu.be/FTPLIbmvoSs?start=140&end=150,,,,,,,,,,,,,,,,,,,,,,,,
/m/0g6b5,Fireworks,Sounds of a class of low explosive pyrotechnic devices used for aesthetic and entertainment purposes.,http://en.wikipedia.org/wiki/Fireworks,/g/122z_qxw,,,,,,,,,,,,,,youtu.be/cWgHxozrrVg?start=30&end=40,youtu.be/PtNDWxRjBwU?start=90&end=100,youtu.be/e6GFJxUv6WQ?start=450&end=460,youtu.be/3Eexn6Q-S0g?start=4&end=14,youtu.be/Y0P1S-mEMR4?start=180&end=190,youtu.be/AW8HjiOEwjk?start=20&end=30,youtu.be/SFdFVOilebk?start=10&end=20,youtu.be/JUBUL74vtjs?start=270&end=280,youtu.be/H8K9xauYZSM?start=340&end=350,,,,,,,,,,,,,,,,,,,
/g/122z_qxw,Firecracker,"The sound of a small explosive device primarily designed to produce a large amount of noise, especially in the form of a loud bang.",http://en.wikipedia.org/wiki/Firecracker,,,,,,,,,,,,,,,youtu.be/HA1QdosEauQ?start=230&end=240,youtu.be/H6xfwBVAk8k?start=10&end=20,youtu.be/2He2w7av5Zc?start=50&end=60,youtu.be/eUIUHMSS870?start=20&end=30,youtu.be/AfSs1ULO6so?start=40&end=50,youtu.be/7_GIrU0H3FA?start=290&end=300,,,,,,,,,,,,,,,,,,,,,,
/m/07qsvvw,"Burst, pop",The sound of an enclosure holding gas or liquid coming open suddenly and violently.,http://wordnetweb.princeton.edu/perl/webwn?s=burst,,,,,,,,,,,,,,,youtu.be/RpFDag_WTi4?start=30&end=40,youtu.be/s-tz_tCHzWo?start=10&end=20,youtu.be/Ozzhq8roq54?start=15&end=25,youtu.be/MXOe4NZQCvg?start=8&end=18,,,,,,,,,,,,,,,,,,,,,,,,
/m/07pxg6y,Eruption,"The sound of a volcano violently ejecting ash and lava, or a similar event in which large volumes of material are explosively released.",http://wordnetweb.princeton.edu/perl/webwn?s=eruption,,,,,,,,,,,,,,,youtu.be/2b4c8PGpqhI?start=30&end=40,youtu.be/0bD6alaQ8p4?start=540&end=550,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07qqyl4,Boom,A deep prolonged loud noise.,http://wordnetweb.princeton.edu/perl/webwn?s=boom,/m/0193bn,,,,,,,,,,,,,,youtu.be/txZ0Ka2JQxo?start=60&end=70,youtu.be/j2iXdCbRD1w?start=110&end=120,youtu.be/CrurGAJGFEo?start=570&end=580,youtu.be/mPA-o61cmsU?start=530&end=540,youtu.be/bdLPcIBg1jQ?start=70&end=80,youtu.be/HJrMrPOFwMw?start=270&end=280,youtu.be/rRft1-LuYFE?start=370&end=380,youtu.be/EUk1c1LphAU?start=130&end=140,,,,,,,,,,,,,,,,,,,,
/m/0193bn,Sonic boom,The sound associated with the shock waves created by an object traveling through the air faster than the speed of sound.,http://en.wikipedia.org/wiki/Sonic_boom,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/083vt,Wood,"Sounds associated with the porous and fibrous structural tissue found in the stems and roots of trees, and other woody plants.",http://en.wikipedia.org/wiki/Wood,/m/07pczhz,/m/07pl1bw,/m/07qs1cx,/m/07pc8l3,,,,,,,,,,,youtu.be/6uw4VuJaiyU?start=200&end=210,youtu.be/0xiCiydk7Z8?start=50&end=60,youtu.be/ZiWvhIbB7JU?start=110&end=120,youtu.be/Hy2zg9K4iWw?start=230&end=240,youtu.be/Dc7Uago6dTo?start=120&end=130,youtu.be/DPpeWsDmMqM?start=430&end=440,,,,,,,,,,,,,,,,,,,,,,
/m/07pczhz,Chop,The sound of cutting a solid material such as wood into smaller pieces by using an ax or other hacking tool.,http://wordnetweb.princeton.edu/perl/webwn?s=chop,,,,,,,,,,,,,,,youtu.be/TgnBMRMoqiU?start=30&end=40,youtu.be/GSNkf-1GPSQ?start=30&end=40,youtu.be/RswPwZBfRi4?start=80&end=90,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07pl1bw,Splinter,"The sound of a rigid fibrous material, typically wood, breaking up into splinters or slivers.",http://wordnetweb.princeton.edu/perl/webwn?s=splinter,,,,,,,,,,,,,,,youtu.be/KXhwErBuMgY?start=30&end=40,youtu.be/2zKFMrXOIIM?start=30&end=40,youtu.be/1vTcgIFYqS0?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07qs1cx,Crack,Abrupt sounds of individual ruptures in a rigid substance under stress.,http://wordnetweb.princeton.edu/perl/webwn?s=crack,,,,,,,,,,,,,,,youtu.be/7uOf0j0P8HU?start=30&end=40,youtu.be/RnwN5cfvtm4?start=30&end=40,youtu.be/3bGqkpfyk6k?start=230&end=240,youtu.be/oRINjxOZKt8?start=150&end=160,,,,,,,,,,,,,,,,,,,,,,,,
/m/07pc8l3,Snap,The sound of a thin and rigid element breaking suddenly and abruptly.,http://wordnetweb.princeton.edu/perl/webwn?s=snap,,,,,,,,,,,,,,,youtu.be/NuMmJD2JrBI?start=30&end=40,youtu.be/aJP8tmE_77E?start=3&end=13,youtu.be/Cw1OYx8S4-Y?start=30&end=40,youtu.be/FCkRdsB6a-U?start=0&end=9,youtu.be/GxtlETpVSYU?start=8&end=18,,,,,,,,,,,,,,,,,,,,,,,
